text,labels
希望我的願望能實現,開運;保平安;心想事成
覺得自己的聲音很小，想增加說話的自信,自信;口才;表達;勇氣
想讓愛情保持新鮮感,愛情;情感守護;熱情;創意
希望能中大獎，提早退休,偏財;開運;財運;財富
想讓自己的判斷更準確，不被表象迷惑,洞察力;直覺;智慧;理性
覺得自己很容易胡思亂想，需要靜下來,靜心;專注;平靜;抗焦慮
希望能改善睡眠品質，不再失眠,睡眠;助眠;安神;療癒;身心平衡
想讓自己的手作品更有靈魂,創意;療癒;表達;靈感
希望我的付出能被主管看見,事業;自信;貴人;升遷
覺得自己很糟糕，需要建立自我認同感,自信;療癒;正能量;身心平衡
想讓自己的生活更有規律,決斷;專注;健康

最近很容易emo，一點小事就想哭，需要好好療癒一下,療癒;舒壓;穩定情緒;消除負能量
這份工作根本是屎缺，錢少事多離家遠，想勇敢提離職,事業;勇氣;決斷;財富
我在感情裡好像有點暈船了，希望能保持理性，看清對方,愛情;情感守護;理性;清晰;洞察力
老闆又在畫大餅，感覺身體被掏空，只想躺平,事業;防小人;療癒;舒壓;健康
希望能買到偶像演唱會的門票，拜託給我好運！,開運;偏財
看到身邊的朋友都買房買車，覺得自己好魯，壓力山大,抗焦慮;舒壓;自信;財富;事業
我的貓咪最近食慾不振，希望牠能恢復健康,健康;保平安;情感守護
想學會在股市裡不當韭菜，需要更多智慧和理性,智慧;理性;決斷;財富;招財
希望能提升自己的「女子力」，更有魅力,魅力;自信;女性調理
這回合手遊再抽不到SSR卡，我真的會崩潰,開運;偏財;穩定情緒
房貸壓力好大，希望能有多點賺錢機會,招財;財運;財富;舒壓
跟風買了XXX，結果被套牢，心情有夠差,財富;療癒;舒壓;決斷
希望新的一年，小人退散，貴人到來,防小人;貴人;貴人緣;開運
最近追的劇BE了，好難過，需要療癒,療癒;舒壓
想找個班味淡一點的工作,事業;身心平衡;健康
我真的有選擇困難症，希望能果斷一點,決斷;勇氣;自信
希望我的蛙仔能帶點好東西回來,開運;偏財
社交好累，只想一個人靜靜,靜心;平靜;舒壓;社交
今天妝畫得很好，覺得自己超有自信,自信;魅力
想寫小說，但一直沒有靈感,靈感;創意;智慧
希望能找到靈魂伴侶，而不是只有速食愛情,愛情;姻緣;情感守護
在職場上被穿小鞋，真的很煩,事業;防小人;保護;人際
希望我的提案能過，順利拿到案子,事業;開運;自信;口才
只想當個躺平仔，但房租不允許,舒壓;事業;財富
這個月的水逆什麼時候才要結束,開運;保護;保平安
希望能提升自己的職場軟實力,事業;智慧;溝通;人際
覺得自己很社恐，不敢跟陌生人說話,社交;自信;勇氣;抗焦慮
想讓自己的生活多一點儀式感,平靜;靜心;身心平衡
希望我支持的球隊能贏得冠軍,開運;自信
跟家人價值觀不同，常常吵架,家庭;溝通;協調;療癒
想讓自己的心態佛系一點，不爭不搶,平靜;靜心;智慧
希望我嗑的CP是真的,愛情;情感守護
想學習新的技能，幫自己增值,學習;智慧;事業
最近摸魚被老闆抓到，好尷尬,事業;保護;防小人
希望能擺脫原生家庭的影響,療癒;保護;勇氣;家庭
想去一趟身心靈療癒之旅,療癒;身心平衡;放鬆;舒壓
覺得自己的知識體系很混亂，需要整理,智慧;邏輯;清晰
希望能中威力彩，直接退休,偏財;財富;開運
在愛情裡總是患得患失，很沒安全感,愛情;安心;穩定情緒;情感守護
想讓自己的外表更亮眼，提升自信,魅力;自信;健康
希望我的履歷能被看見，得到面試機會,事業;開運;貴人緣
覺得自己的人生一事無成，很失敗,療癒;自信;正能量;勇氣
想讓自己的內心更平靜，不被外界干擾,平靜;靜心;保護;穩定情緒
希望我的小孩能聽話一點,家庭;溝通;協調
想讓自己的聲音更有磁性,魅力;表達
希望能找到自己的天命,智慧;直覺;悟性;事業
覺得自己很邊緣，沒什麼朋友,人緣;人際;社交;療癒
希望我的影片能有更多人按讚分享,人氣;事業;開運
常常被已讀不回，覺得很受傷,愛情;人際;療癒
想讓自己更有領導力，帶領團隊,事業;升遷;人際;自信
最近很容易上火，身體不舒服,健康;療癒
希望能提升自己的時間管理能力,專注;效率;智慧;事業
想讓自己的心態歸零，重新出發,淨化;勇氣;正能量;開運
希望我的創作能引起共鳴,表達;人氣;創意
覺得自己的人生劇本很無聊,熱情;活力;勇氣;開運
希望能提升自己的決策品質,決斷;智慧;洞察力;理性
想讓自己的表演更有感染力,魅力;表達;自信;人氣
覺得自己的視野不夠開闊,智慧;學習
覺得自己的生活很混亂，需要重新整理,清晰;邏輯;專注;淨化
想讓自己的文字更有力量,表達;口才;智慧
希望我的愛情能不被遠距離打敗,愛情;情感守護;信心
希望能提升自己的程式設計能力,學習;智慧;事業;邏輯
想讓自己的形象更專業,自信;魅力;事業
覺得自己的直覺不準，常常判斷錯誤,直覺;洞察力;智慧;決斷
希望能提升自己的幽默感,社交;魅力;人氣
想讓自己的歌聲更療癒人心,療癒;表達;魅力
希望能提升自己的專案管理能力,事業;智慧;邏輯;效率
覺得自己的存在感很低,自信;魅力;人氣
想讓自己的心態更積極陽光,正能量;熱情;活力
希望能提升自己的談判技巧,口才;溝通;事業;智慧
覺得自己的生活缺乏目標,事業;智慧;決斷;專注
想讓自己的愛情更有激情,愛情;熱情;魅力
希望能提升自己的繪畫技巧,創意;靈感;智慧;專注
覺得自己的運氣總是不好,開運;辟邪;消除負能量
想讓自己的心更柔軟，更有愛,愛情;療癒;平靜
希望能提升自己的寫作能力,表達;智慧;創意;靈感
覺得自己的生活很無趣，需要改變,勇氣;活力;熱情;開運
想讓自己的投資更精準,洞察力;決斷;招財;財運
希望能提升自己的攝影技巧,創意;靈感;智慧
覺得自己的心很亂，需要平靜,平靜;靜心;安神;鎮定
想讓自己的舞姿更優美,魅力;自信;健康
希望能提升自己的領導魅力,事業;升遷;人氣;魅力
覺得自己被困住了，需要改變和突破,勇氣;開運;事業
想學一門新樂器，陶冶性情,學習;創意;平靜
專案卡關，需要一點突破性的想法,靈感;創意;事業;智慧
希望面試官會喜歡我,貴人緣;事業;自信
最近總是跟另一半吵架，心好累,愛情;情感守護;舒壓;療癒;溝通
想搬家，希望能找到風水好的房子,開運;保平安;穩定磁場
希望能忘掉前任，好好過生活,療癒;情感守護;正能量
覺得自己的穿搭很土，想變時尚,魅力;自信
希望能改善拖延的壞習慣,決斷;專注;勇氣
想讓我的植物起死回生,生命力;療癒;健康
最近很沒動力，需要一點雞血,熱情;活力;正能量;事業
希望能順利跑完馬拉松，挑戰自我,健康;勇氣;自信;開運
想讓我的直播間有更多人看,人氣;事業;魅力
覺得自己講話很無聊，想變風趣,社交;口才;魅力
希望能提升自己的財商,智慧;財富;招財
想戒掉壞習慣，但一直失敗,決斷;勇氣;保護
希望能找到一群志同道合的朋友,人際;社交;人緣
覺得自己的世界很小，想出去闖蕩,勇氣;開運;事業
想讓我的寵物過上好日子,情感守護;財富
最近常常做出讓自己後悔的決定,決斷;理性;智慧;療癒
下個月要去歐洲玩，希望能玩得開心又平安,保平安;開運
希望簡報可以順利，不要被電,事業;保平安;自信;口才
演唱會搶票一直失敗，需要好運加持,開運;偏財
最近瘋狂加班，覺得快過勞了,健康;事業;舒壓;療癒
想讓小孩子學會對自己負責,智慧;決斷
覺得腦袋鈍鈍的，需要活化一下思路,清晰;智慧;靈感
希望能跟心儀的對象有更多互動,愛情;桃花;溝通;社交
減肥一直遇到停滯期，希望能突破,健康;勇氣;決斷
覺得自己做的音樂沒人懂，希望能遇到知音,貴人;人氣;事業;表達
上班好想睡覺，需要提神,活力;專注;健康
希望我的文創商品能大賣,事業;招財;開運;人氣
跟合夥人理念不合，想解決紛爭,協調;溝通;事業;人際
覺得自己講話沒重點，需要加強邏輯,邏輯;清晰;表達;口才
希望另一半可以理解我的辛苦,愛情;情感守護;溝通;療癒
想讓自己的Youtube頻道快點達到營利門檻,事業;招財;財運;人氣
最近看什麼都不順眼，很容易生氣,穩定情緒;舒壓;冷靜
希望能提升自己的程式碼品質，寫出更優雅的code,智慧;事業;學習;專注
想買一張舒服的床，改善睡眠,睡眠;助眠;健康
希望我的毛小孩能活到二十歲,健康;保平安;情感守護
覺得自己像隻無頭蒼蠅，對人生沒規劃,事業;智慧;清晰;決斷
想讓自己的聲音在podcast上更好聽,表達;魅力
希望能找到工作與生活的平衡點,身心平衡;事業;健康;舒壓
想順利從遠距離戀愛畢業，一起生活,愛情;姻緣;情感守護;開運
常常被朋友當工具人，想設立界線,保護;人際;勇氣;決斷
希望自己不要再內耗，對自己好一點,療癒;自信;正能量;靜心
想在比賽中得名，需要實力也需要運氣,事業;開運;自信;專注
希望能提升自己的談判能力，幫公司爭取最大利益,事業;口才;溝通;智慧
覺得自己很沒儀式感，生活枯燥,熱情;活力;創意
希望我的新書能暢銷,事業;人氣;開運;財運
想讓自己的房間更溫馨，更有安全感,安心;穩定磁場;情感守護
希望能提升自己的外語會話能力,學習;溝通;表達;自信
覺得自己很容易被騙，需要增加辨識能力,洞察力;直覺;保護;理性
想讓自己的心更自由，不受拘束,勇氣;療癒;平靜
希望能提升自己的烹飪技巧，為心愛的人做菜,創意;愛情;健康
覺得自己很膽小，想變得勇敢,勇敢;勇氣;自信
希望我的履歷能脫穎而出,事業;自信;開運;貴人緣
覺得自己的思想很負面，想轉念,正能量;消除負能量;療癒;智慧
想讓自己的婚禮順利圓滿,愛情;姻緣;保平安;開運
希望能提升自己的手工藝技巧,創意;專注;智慧
覺得自己被困在過去，走不出來,療癒;淨化;勇氣;正能量
想讓自己的店更有特色，吸引顧客,創意;魅力;事業;招財
希望我愛的人不要再為我擔心,安心;情感守護
覺得自己很遲鈍，需要提升反應速度,清晰;智慧
想讓自己的感情不再空白,愛情;桃花;人緣桃花;社交
希望能順利懷上二寶,好孕;生育力;家庭;保平安
想讓自己的生活更有掌控感,決斷;自信;事業;專注
希望我的家人不要再生病,健康;保平安;家庭;情感守護
覺得自己很孤單，渴望陪伴,療癒;人緣;愛情;社交
想讓自己的部落格文章更有深度,智慧;靈感;表達;創意
希望能提升自己的抗壓性，從容面對挑戰,抗焦慮;舒壓;穩定情緒;勇氣
想讓自己的家更有設計感,創意;魅力
希望我的祈禱能被聽見,開運;保平安
覺得自己的聲音沒有力量，想增加說話的份量,自信;口才;表達;勇氣
想讓愛情保持新鮮感,愛情;情感守護;熱情;創意
希望能中大獎，提早退休,偏財;開運;財運;財富
想讓自己的判斷更準確，不被表象迷惑,洞察力;直覺;智慧;理性
覺得自己很容易胡思亂想，需要靜下來,靜心;專注;平靜;抗焦慮
希望能改善睡眠品質，不再失眠,睡眠;助眠;安神;療癒;身心平衡
想讓自己的手作品更有靈魂,創意;療癒;表達;靈感
希望我的付出能被主管看見,事業;自信;貴人;升遷
覺得自己很糟糕，需要建立自我認同感,自信;療癒;正能量;身心平衡
想讓自己的生活更有規律,決斷;專注;健康
希望我的孩子能學業進步,事業;開運;智慧;專注
覺得自己很脆弱，希望能堅強起來,勇氣;保護;穩定情緒
想讓自己的直覺更準，買樂透更容易中,直覺;偏財;開運
希望能提升自己的運動細胞,健康;活力
想讓自己的歌聲更動人,表達;魅力
希望我的畫能賣出去,事業;招財;開運
覺得自己總是想太多，心很累,抗焦慮;舒壓;靜心;療癒
希望能改善自己的體態，更有自信,健康;魅力;自信
想讓自己的思路更敏捷,清晰;邏輯;智慧
希望我的戀情能長長久久,愛情;姻緣;情感守護
覺得自己很衰，需要改運,開運;辟邪;消除負能量;保平安
想讓自己的理財技巧更好,財富;聚財;穩財;智慧
希望能提升自己的藝術天份,智慧;靈感;創意
想讓自己的內心更強大，不被外界動搖,保護;穩定情緒;勇氣;安心
希望我種的花能開得漂亮,生命力;療癒
覺得自己很沒安全感,保護;安心;穩定情緒;抗焦慮
